Party,Criminal Case,Total Assets,Liabilities,state,Education,SC,ST,Doctor,Advocate
IND,0,390000000,3400000,KARNATAKA,Graduate,1,0,0,0
YSRCP,1,50000000,100000000,ANDHRA PRADESH,Doctorate,0,0,0,0
DMK,9,90000000,2000000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,0,10000000,7200000,UTTAR PRADESH,12th Pass,1,0,0,0
AITC,1,6400000,1300000,WEST BENGAL,12th Pass,0,0,0,0
IND,0,40000000,0,NAGALAND,Graduate,0,1,0,0
BJP,0,10000000,0,WEST BENGAL,8th Pass,0,0,0,0
INC,0,10000000,0,KARNATAKA,12th Pass,1,0,0,0
BJP,0,60000000,60000000,UTTAR PRADESH,12th Pass,1,0,0,0
DMK,5,80000000,1700000,UTTAR PRADESH,Graduate,0,0,0,0
CPI(M),1,150000000,0,KERALA,Graduate Professional,0,0,0,0
INC,0,90000000,400000,GUJARAT,5th Pass,0,1,0,0
SP,2,0,3600000,UTTAR PRADESH,Post Graduate,0,0,0,0
INC,12,4000000,40000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,19,8300000,700000,UTTARAKHAND,Graduate,0,0,0,0
JD(U),0,10000000,2700000,BIHAR,12th Pass,0,0,0,0
TDP,0,160000000,1900000,ANDHRA PRADESH,Graduate,0,0,0,0
SP,1,40000000,9000000,UTTAR PRADESH,Post Graduate,0,0,1,0
BJP,0,40000000,700000,NAGALAND,Post Graduate,0,0,0,0
DMK,13,3100000,170000000,KARNATAKA,Post Graduate,0,0,0,0
BJP,1,8600000,0,TRIPURA,Post Graduate,0,0,0,0
CPI(M),1,4900000,0,KERALA,10th Pass,0,0,0,0
AIADMK,4,10000000,9400000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
BJP,1,0,2600000,UTTAR PRADESH,Others,0,0,0,0
CPI(M),7,3600000,1400000,KERALA,Graduate Professional,0,0,0,0
NPP,0,10000000,3000000,NAGALAND,8th Pass,0,1,0,0
BJP,0,20000000,400000,BIHAR,10th Pass,0,0,0,0
BJP,0,10000000,300000,TRIPURA,8th Pass,0,0,0,0
AITC,4,10000000,0,WEST BENGAL,Post Graduate,1,0,0,0
BJP,0,10000000,10000000,HARYANA,Graduate,0,0,0,0
BJP,0,130000000,0,UTTAR PRADESH,Graduate Professional,0,0,1,0
AIADMK,1,90000000,30000000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,1,130000000,1000000,UTTAR PRADESH,Post Graduate,1,0,1,0
BJP,0,0,50000000,UTTAR PRADESH,Doctorate,1,0,0,0
BJP,0,110000000,20000000,HARYANA,Graduate Professional,0,0,0,0
BJP,0,30000000,10000000,GUJARAT,Graduate,0,1,0,0
INC,1,40000000,3900000,KERALA,12th Pass,0,0,0,1
INC,1,160000000,10000000,HARYANA,12th Pass,0,0,0,0
AIADMK,1,50000000,4200000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,60000000,0,MANIPUR,Post Graduate,0,0,0,0
BJP,0,260000000,1700000,RAJASTHAN,Post Graduate,0,0,0,0
AITC,1,0,0,WEST BENGAL,Graduate Professional,0,0,0,0
DMK,26,8300000,8200000,TAMIL NADU,8th Pass,0,0,0,0
BJP,1,10000000,0,TRIPURA,10th Pass,0,0,0,0
INC,3,210000000,4700000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,100000000,3100000,ARUNACHAL PRADESH,12th Pass,0,0,0,0
RJD,1,10000000,9500000,BIHAR,Doctorate,1,0,0,0
AITC,9,8400000,0,WEST BENGAL,Post Graduate,1,0,0,0
INC,0,0,1300000,CHHATTISGARH,Post Graduate,0,1,0,0
INC,0,20000000,200000,ASSAM,Graduate,0,0,0,0
YSRCP,0,10000000,170000000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
BJP,0,20000000,10000000,ASSAM,Post Graduate,0,0,0,0
BJP,0,6000000,200000,PUNJAB,Graduate,0,0,0,0
AIADMK,0,50000000,6000000,BIHAR,Graduate Professional,0,0,0,0
BJP,1,10000000,0,WEST BENGAL,Graduate,1,0,0,0
DMK,3,30000000,1400000,TAMIL NADU,Post Graduate,0,0,0,0
BJP,1,100000000,200000000,UTTAR PRADESH,Graduate,1,0,0,0
BJP,0,20000000,700000,CHHATTISGARH,10th Pass,0,0,0,0
BJP,1,140000000,0,UTTAR PRADESH,8th Pass,0,0,0,0
BJP,0,10000000,500000,DELHI,12th Pass,0,0,0,0
BJP,0,70000000,2000000,UTTAR PRADESH,Post Graduate,0,0,1,0
BJD,27,400000000,1400000,TAMIL NADU,12th Pass,0,0,0,0
BJP,38,2800000,9300000,ASSAM,Graduate Professional,0,0,0,0
INC,8,160000000,8900000,KARNATAKA,Doctorate,0,0,0,0
AAP,0,6000000,200000,HARYANA,10th Pass,0,0,0,0
JD(U),0,30000000,400000,BIHAR,12th Pass,0,0,0,0
BJP,0,340000000,4300000,HARYANA,Graduate Professional,0,0,0,0
INC,0,1800000,30000000,RAJASTHAN,Post Graduate,1,0,0,0
INC,0,90000000,1700000,HARYANA,Graduate Professional,0,0,0,0
AITC,5,200000000,500000,MADHYA PRADESH,Graduate Professional,0,0,0,0
BJP,0,40000000,3500000,CHHATTISGARH,Post Graduate,0,0,0,0
BJP,0,30000000,1100000,UTTAR PRADESH,12th Pass,0,0,0,0
INC,0,7000000,5300000,KARNATAKA,Others,0,0,0,0
INC,1,30000000,400000,KARNATAKA,12th Pass,0,0,0,0
BJP,1,20000000,0,TAMIL NADU,Graduate Professional,1,0,0,0
CPI(M),4,40000000,1400000,KERALA,Graduate Professional,0,0,0,1
BJP,0,110000000,900000,UTTAR PRADESH,Graduate,0,0,0,0
BJP,3,10000000,400000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,1,630000000,200000,ANDHRA PRADESH,Post Graduate,0,0,0,0
AAP,1,10000000,1500000,DELHI,Graduate Professional,0,0,0,0
BJP,0,10000000,100000,ARUNACHAL PRADESH,12th Pass,0,0,0,0
INC,0,2900000,30000000,RAJASTHAN,Graduate Professional,0,0,0,0
RJD,0,40000000,3200000,ARUNACHAL PRADESH,Graduate Professional,0,0,0,0
NCP,1,0,20000000,MAHARASHTRA,12th Pass,0,0,0,0
BJP,0,800000,200000,HARYANA,Graduate Professional,0,0,0,0
BJP,0,2300000,400000,BIHAR,Graduate,0,0,0,0
BJP,1,40000000,40000000,WEST BENGAL,Graduate Professional,1,0,0,0
BJP,0,170000000,200000,UTTAR PRADESH,Graduate,0,0,0,0
BJP,0,1380000000,40000000,GOA,Graduate,0,0,0,0
INC,1,530000000,130000000,KARNATAKA,Graduate Professional,0,0,0,0
AITC,11,5000000,0,WEST BENGAL,Post Graduate,1,0,0,0
BJP,3,40000000,9900000,UTTAR PRADESH,Post Graduate,0,0,0,0
YSRCP,0,140000000,10000000,ANDHRA PRADESH,12th Pass,0,0,0,0
BJP,1,40000000,300000,ODISHA,Post Graduate,0,0,0,0
BJP,0,10000000,10000000,CHHATTISGARH,12th Pass,0,0,0,0
DMK,0,100000000,900000,UTTAR PRADESH,Graduate Professional,0,0,0,0
BJP,0,9500000,5400000,GOA,Graduate,0,0,0,0
INC,1,1380000000,240000000,KARNATAKA,Post Graduate,0,0,0,0
INC,1,280000000,20000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,10000000,1900000,NAGALAND,Graduate,0,1,0,0
BJP,0,20000000,30000000,UTTAR PRADESH,12th Pass,1,0,0,0
INC,1,2700000,900,KARNATAKA,Post Graduate,0,0,0,0
BJP,1,10000000,0,UTTAR PRADESH,Graduate,0,0,0,0
RJD,1,40000000,4100000,JHARKHAND,Graduate Professional,0,0,0,0
IND,0,9700000,0,NAGALAND,Graduate,0,0,0,0
AITC,4,9000000,800000,WEST BENGAL,Post Graduate,0,0,0,0
BJP,4,10000000,10000000,ANDHRA PRADESH,10th Pass,0,0,0,0
SP,3,10000000,0,UTTAR PRADESH,12th Pass,0,0,0,0
AAP,1,130000000,1000000,UTTAR PRADESH,Graduate Professional,0,0,1,0
BJD,0,300000000,1200000,ODISHA,Graduate Professional,0,0,0,0
INC,1,40000000,4100000,TRIPURA,Graduate,0,0,0,0
AITC,0,100000000,600000,WEST BENGAL,8th Pass,0,1,0,0
JD(U),0,10000000,0,BIHAR,12th Pass,0,0,0,0
INC,1,0,1000000,PUNJAB,Post Graduate,0,0,1,0
INC,1,10000000,3500000,MADHYA PRADESH,10th Pass,0,0,0,0
INC,1,340000000,1700000,UTTAR PRADESH,Post Graduate,0,0,0,0
BJP,0,10000000,3800000,UTTARAKHAND,8th Pass,0,0,0,0
INC,0,400000,2100000,CHHATTISGARH,Post Graduate,0,0,0,0
AAP,1,5700000,6000000,PUNJAB,Post Graduate,0,0,0,0
INC,1,20000000,170000000,RAJASTHAN,10th Pass,0,0,0,0
BJP,3,0,400000,MADHYA PRADESH,12th Pass,0,0,0,0
INC,1,9600000,30000000,KARNATAKA,Graduate,0,0,0,0
BJP,0,2740000000,5600000,MAHARASHTRA,Graduate,0,0,0,0
JD(S),1,100000000,900000,JHARKHAND,10th Pass,0,0,0,0
RJD,3,10000000,0,BIHAR,8th Pass,0,0,0,0
DMK,4,100000000,30000000,TAMIL NADU,12th Pass,0,0,0,0
SP,4,130000000,1000000,UTTAR PRADESH,Graduate Professional,1,0,1,0
BJP,0,170000000,700000000,CHHATTISGARH,Graduate,0,0,0,0
AAP,0,10000000,0,DELHI,Graduate Professional,0,0,0,0
BJP,0,20000000,3100000,BIHAR,Doctorate,0,0,0,0
INC,52,170000000,8500000,PUDUCHERRY,Post Graduate,0,0,0,0
BJP,0,30000000,5200000,UTTAR PRADESH,Graduate Professional,0,0,1,0
BJP,0,7800000,7700000,UTTAR PRADESH,12th Pass,0,0,0,0
Sikkim Krantikari Morcha,0,6200000,200000,SIKKIM,Graduate,0,0,0,0
BJP,0,20000000,2000000,TRIPURA,12th Pass,0,0,0,0
BJP,0,10000000,2900000,BIHAR,12th Pass,0,0,0,0
INC,1,40000000,10000000,HIMACHAL PRADESH,Graduate Professional,0,0,0,1
AAP,0,600000,1500000,PUNJAB,Graduate,1,0,0,0
BJP,1,790000000,61000,KARNATAKA,Graduate,0,0,0,0
AIADMK,1,6300000,6700000,TAMIL NADU,10th Pass,0,0,0,0
SHS,4,100000000,40000000,RAJASTHAN,10th Pass,0,0,0,0
BJP,0,100000000,700000,ASSAM,Graduate,0,0,0,0
BJP,0,2500000,2600000,ASSAM,Graduate Professional,0,0,0,0
AIADMK,0,10000000,6100000,TAMIL NADU,Graduate Professional,0,0,0,0
INC,1,10000000,80000000,MADHYA PRADESH,Graduate Professional,0,0,0,0
AAP,1,0,500000,PUNJAB,Graduate Professional,0,0,0,0
INC,0,80000000,80000000,RAJASTHAN,12th Pass,0,0,0,0
DMK,5,110000000,20000000,TAMIL NADU,10th Pass,0,0,0,0
INC,0,60000000,1500000,KARNATAKA,Graduate Professional,1,0,0,0
BJP,0,20000000,7400000,UTTARAKHAND,10th Pass,0,1,0,0
BJP,1,10000000,700000,JHARKHAND,Post Graduate,0,0,0,0
BJP,0,10000000,0,PUDUCHERRY,12th Pass,0,0,0,0
BJP,0,60000000,10000000,RAJASTHAN,Graduate,1,0,0,0
BJP,0,10000000,0,UTTARAKHAND,10th Pass,0,0,0,0
BJP,0,10000000,1200000,GUJARAT,Graduate Professional,0,0,0,0
BJP,0,30000000,3500000,MADHYA PRADESH,Others,0,0,0,0
INC,0,8000000,7600000,KARNATAKA,Graduate,0,0,0,0
BJP,0,100000000,10000000,JHARKHAND,10th Pass,0,1,0,0
AAP,0,10000000,200000,DELHI,12th Pass,0,0,0,0
BJP,0,3500000,1600000,WEST BENGAL,12th Pass,0,0,0,0
JD(S),0,400000000,2700000,KARNATAKA,Graduate,0,0,0,0
BJP,1,10000000,500000,UTTAR PRADESH,Graduate Professional,0,0,0,0
BJP,0,10000000,400000,PUNJAB,12th Pass,1,0,0,0
BJP,0,10000000,600000,MADHYA PRADESH,10th Pass,0,0,0,0
JD(S),10,330000000,0,KARNATAKA,Post Graduate,0,0,0,0
BJP,0,250000000,28000,UTTARAKHAND,12th Pass,0,0,0,0
BJP,14,2420000000,100000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,5,1600000,700000,KARNATAKA,8th Pass,0,0,0,0
YSRCP,4,140000000,7400000,ANDHRA PRADESH,8th Pass,0,0,0,0
AAP,0,10000000,0,PUNJAB,10th Pass,0,0,0,0
BJP,0,0,0,MADHYA PRADESH,Others,0,0,0,0
BJP,3,200000000,1600000,MAHARASHTRA,10th Pass,0,0,0,0
INC,3,20000000,700000,HIMACHAL PRADESH,Post Graduate,1,0,0,0
AIADMK,0,2900000,180000000,RAJASTHAN,12th Pass,0,0,0,0
BJP,0,100000000,10000000,KARNATAKA,10th Pass,0,0,0,0
INC,0,0,200000,ASSAM,Graduate,0,0,0,0
JMM,0,10000000,0,NAGALAND,10th Pass,0,1,0,0
INC,0,60000000,40000000,HARYANA,Post Graduate,0,0,0,0
BJP,6,320000000,2900000,MANIPUR,8th Pass,0,0,0,0
BJP,1,130000000,700000,UTTAR PRADESH,12th Pass,1,0,0,0
INC,13,520000000,74000,KARNATAKA,10th Pass,0,0,0,0
BJP,0,40000000,10000000,MANIPUR,Graduate,0,0,0,0
INC,0,10000000,1300000,ARUNACHAL PRADESH,12th Pass,0,0,0,0
NDPP,0,630000000,3300000,NAGALAND,Post Graduate,0,1,0,0
NCP,1,40000000,60000000,KARNATAKA,12th Pass,1,0,0,0
SHS,3,630000000,1700000,MAHARASHTRA,10th Pass,0,0,0,0
BJP,0,10000000,0,MEGHALAYA,8th Pass,1,0,0,0
IND,1,40000000,20000000,NAGALAND,Post Graduate,0,0,0,0
INC,0,500000,4800000,CHHATTISGARH,Post Graduate,0,0,0,0
AITC,1,8300000,200000,WEST BENGAL,Graduate,0,0,0,0
INC,0,80000000,10000000,RAJASTHAN,Graduate,0,0,0,0
AIADMK,0,10000000,900000,TAMIL NADU,12th Pass,0,0,0,0
BJP,5,2200000,0,UTTAR PRADESH,Post Graduate,1,0,0,0
JD(S),2,250000000,20000000,UTTAR PRADESH,12th Pass,0,0,0,0
CPI(M),0,20000000,0,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,1,130000000,1000000,MADHYA PRADESH,Post Graduate,1,0,1,0
BJP,0,20000000,100000000,HARYANA,10th Pass,0,0,0,0
BJP,0,60000000,10000000,UTTAR PRADESH,12th Pass,1,0,0,0
RJD,6,2200000,0,BIHAR,Graduate Professional,0,0,0,0
SP,0,40000000,10000000,UTTAR PRADESH,Graduate,0,0,0,0
BJP,0,0,10000000,GUJARAT,12th Pass,0,0,0,0
BJP,0,10000000,100000,GUJARAT,12th Pass,0,0,0,0
BJP,0,10000000,800000,ODISHA,12th Pass,0,0,0,0
JMM,7,10000000,0,JHARKHAND,Post Graduate,0,1,0,0
AITC,1,6100000,600000,WEST BENGAL,10th Pass,0,0,0,0
BJP,1,9900000,6900000,TRIPURA,Graduate Professional,0,0,0,0
INC,2,640000000,30000000,KARNATAKA,12th Pass,0,0,0,0
RJD,0,10000000,10000000,BIHAR,Post Graduate,0,0,0,0
RJD,1,10000000,100000,BIHAR,Doctorate,1,0,0,0
CPI(M),1,3600000,1400000,KERALA,Graduate Professional,0,0,0,1
SP,6,40000000,3600000,UTTAR PRADESH,Graduate Professional,1,0,0,0
BJP,0,10000000,1400000,UTTAR PRADESH,Doctorate,1,0,1,0
BJP,0,8900000,6600000,UTTAR PRADESH,Graduate,0,0,0,0
BJD,0,20000000,1000000,WEST BENGAL,Graduate Professional,0,0,0,0
SP,1,40000000,1800000,UTTAR PRADESH,Doctorate,0,0,1,0
DMK,1,150000000,900000,TAMIL NADU,8th Pass,0,0,0,0
BJP,0,10000000,0,GUJARAT,8th Pass,0,1,0,0
BJP,4,20000000,700000,HARYANA,Doctorate,0,0,0,0
YSRCP,0,140000000,150000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
IND,1,150000000,110000000,KARNATAKA,Post Graduate,0,0,0,0
BJP,0,4500000,900000,TAMIL NADU,8th Pass,0,0,0,0
INC,1,0,6900000,KARNATAKA,Graduate,0,0,1,1
BJP,0,120000000,300000,WEST BENGAL,10th Pass,1,0,0,0
BJP,1,130000000,20000000,KERALA,Graduate,1,0,0,0
SP,1,10000000,0,UTTAR PRADESH,Graduate Professional,0,0,0,0
TDP,1,3300000,230000000,KARNATAKA,10th Pass,0,0,0,0
DMK,4,630000000,60000000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,20000000,10000000,UTTARAKHAND,12th Pass,1,0,0,0
AITC,1,100000000,0,WEST BENGAL,Post Graduate,1,0,0,0
SP,0,30000000,1100000,UTTAR PRADESH,Literate,0,0,0,0
BJP,1,340000000,2100000,UTTAR PRADESH,Graduate Professional,0,0,0,0
CPI(M),10,8400000,0,WEST BENGAL,10th Pass,0,0,0,0
BJP,0,10000000,1600000,RAJASTHAN,12th Pass,0,0,0,0
BJP,3,10000000,0,UTTAR PRADESH,Graduate,0,0,0,0
AIADMK,0,0,1900000,JHARKHAND,10th Pass,0,0,0,0
NDPP,0,50000000,800000,NAGALAND,Post Graduate,0,1,0,0
AITC,6,280000000,0,KERALA,Graduate Professional,0,0,0,0
BJP,0,3700000,0,KERALA,Graduate Professional,0,0,0,0
BJP,0,30000000,1500000,WEST BENGAL,Graduate Professional,1,0,0,0
SHS,4,180000000,40000000,MAHARASHTRA,12th Pass,0,0,0,0
AITC,16,110000000,5900000,WEST BENGAL,Graduate Professional,0,0,1,0
INC,4,40000000,3500000,BIHAR,12th Pass,0,0,0,0
BJP,1,90000000,10000000,GUJARAT,8th Pass,0,1,0,0
INC,9,1900000,800000,HARYANA,Graduate Professional,0,0,0,0
BJP,0,60000000,1200000,UTTAR PRADESH,Post Graduate,1,0,0,0
DMK,1,6400000,0,TAMIL NADU,Post Graduate,1,0,0,0
YSRCP,0,140000000,130000000,ANDHRA PRADESH,12th Pass,0,0,0,0
SP,0,100000000,10000000,UTTAR PRADESH,Post Graduate,0,0,0,0
AITC,0,30000000,0,WEST BENGAL,Graduate,0,0,0,0
DMK,0,90000000,30000000,TAMIL NADU,12th Pass,0,0,0,0
BJP,1,10000000,1200000,UTTAR PRADESH,Post Graduate,1,0,0,0
DMK,0,10000000,20000000,HARYANA,12th Pass,0,0,0,0
CPI,0,90000000,20000000,KERALA,Graduate Professional,0,0,0,1
JD(U),0,10000000,500000,BIHAR,12th Pass,0,0,0,0
NCP,2,270000000,40000000,MAHARASHTRA,Graduate,0,0,0,0
CPI(M),7,170000000,0,WEST BENGAL,Graduate Professional,0,0,0,0
AAP,0,2740000000,4700000,CHHATTISGARH,Post Graduate,0,1,0,0
BJP,0,40000000,10000000,MAHARASHTRA,Graduate,1,0,0,0
INC,3,10000000,20000000,MAHARASHTRA,12th Pass,1,0,0,0
BJP,1,130000000,50000,UTTAR PRADESH,Doctorate,0,0,1,0
INC,0,0,2700000,RAJASTHAN,Post Graduate,0,0,0,0
AIADMK,0,10000000,100000000,TAMIL NADU,10th Pass,0,0,0,0
BJP,0,60000000,10000000,UTTAR PRADESH,Post Graduate,1,0,0,0
BJP,0,310000000,2600000,UTTAR PRADESH,Literate,0,0,0,0
BJP,0,10000000,10000000,UTTAR PRADESH,Graduate,0,0,0,0
BJP,0,10000000,400000,GUJARAT,12th Pass,0,0,0,0
INC,0,0,10000000,HARYANA,Post Graduate,0,0,0,0
BJP,0,20000000,1500000,WEST BENGAL,Graduate Professional,1,0,0,0
DMK,4,150000000,20000000,TAMIL NADU,Graduate,0,0,0,0
BJP,0,10000000,1600000,UTTAR PRADESH,Graduate Professional,0,0,0,0
BJP,4,40000000,400000,UTTAR PRADESH,Graduate,0,0,0,0
INC,0,140000000,300000,UTTAR PRADESH,Graduate,1,0,0,0
BJP,0,7700000,1600000,RAJASTHAN,10th Pass,0,0,0,0
BJP,0,0,300000,RAJASTHAN,Post Graduate,0,0,0,0
BJP,0,190000000,4500000,UTTAR PRADESH,Post Graduate,1,0,0,0
INC,0,40000000,4800000,CHHATTISGARH,Post Graduate,0,0,0,0
SP,1,130000000,0,UTTAR PRADESH,Graduate Professional,0,0,1,0
BJP,1,20000000,200000000,MADHYA PRADESH,Graduate Professional,0,0,1,0
INC,0,0,130000000,HARYANA,12th Pass,0,0,0,0
BJP,0,140000000,4700000,ANDHRA PRADESH,10th Pass,0,0,0,0
BJP,1,0,10000000,MADHYA PRADESH,12th Pass,0,0,0,0
BJP,1,40000000,1700000,WEST BENGAL,8th Pass,0,0,0,0
BJP,4,8500000,2600000,UTTAR PRADESH,12th Pass,0,0,1,0
BJP,6,8500000,1600000,RAJASTHAN,Post Graduate,1,0,0,0
BJP,1,30000000,3100000,BIHAR,12th Pass,1,0,0,0
AITC,4,4500000,0,WEST BENGAL,Graduate,1,0,0,0
BJP,0,10000000,10000000,UTTAR PRADESH,Graduate Professional,1,0,0,0
IND,0,180000000,60000,KERALA,Graduate,0,0,0,0
AITC,0,30000000,0,WEST BENGAL,Post Graduate,1,0,0,0
BJP,0,30000000,10000000,UTTAR PRADESH,Graduate,0,0,0,0
BJP,0,10000000,1000000,MADHYA PRADESH,Graduate,0,0,0,0
BJP,0,8000000,60000000,ODISHA,Post Graduate,0,0,0,0
BJP,1,9500000,900000,PUDUCHERRY,10th Pass,0,0,0,0
INC,1,5800000,74000,KARNATAKA,12th Pass,0,0,0,0
INC,7,40000000,4100000,KARNATAKA,12th Pass,0,0,0,0
BJP,0,80000000,10000000,HARYANA,Graduate,0,0,0,0
BJP,0,10000000,400000,MADHYA PRADESH,12th Pass,0,0,0,0
BJP,0,1500000,0,HIMACHAL PRADESH,12th Pass,0,0,0,0
INC,1,10000000,0,KERALA,Graduate Professional,0,0,0,1
CPI(M),7,10000000,3900000,KERALA,Graduate Professional,0,0,0,1
CPI(M),7,3600000,1400000,KERALA,Graduate,0,0,0,0
SP,1,10000000,0,UTTAR PRADESH,Doctorate,0,0,0,0
INC,0,560000000,4300000,HARYANA,Post Graduate,0,0,0,0
CPI(M),6,3600000,0,KERALA,10th Pass,0,0,0,1
BJD,13,360000000,0,ODISHA,Post Graduate,0,0,0,0
BJP,0,40000000,160000000,MADHYA PRADESH,Graduate,0,1,0,0
CPI(M),6,90000000,0,KERALA,Graduate Professional,0,0,0,1
BJP,0,50000000,100000,UTTARAKHAND,Post Graduate,1,0,0,0
AAP,1,2600000,200000,PUNJAB,10th Pass,1,0,0,0
INC,49,7800000,200000,KARNATAKA,10th Pass,0,0,0,0
AITC,9,150000000,1400000,WEST BENGAL,Graduate Professional,0,0,0,0
BJP,0,130000000,20000000,UTTAR PRADESH,Graduate Professional,0,0,1,0
BJP,0,20000000,10000000,UTTAR PRADESH,Graduate,0,0,0,0
AITC,4,140000000,2900000,WEST BENGAL,10th Pass,1,0,0,0
BJP,1,20000000,3500000,MADHYA PRADESH,Others,0,0,0,0
AITC,4,320000000,100000000,WEST BENGAL,12th Pass,0,0,0,0
DMK,1,100000000,160000000,TAMIL NADU,10th Pass,0,0,0,0
AITC,4,50000000,1300000,WEST BENGAL,12th Pass,0,0,0,0
BJP,18,2960000000,4100000,ARUNACHAL PRADESH,12th Pass,0,0,0,0
CPI(M),11,20000000,2400000,WEST BENGAL,12th Pass,0,0,0,0
SP,1,0,3600000,UTTAR PRADESH,Graduate,0,0,0,0
AITC,0,110000000,900000,TAMIL NADU,10th Pass,0,0,0,0
YSRCP,1,170000000,10000000,MANIPUR,Graduate,0,0,0,0
BJP,1,100000000,0,BIHAR,12th Pass,0,0,0,0
CPI(M),1,2100000,3900000,KERALA,Graduate Professional,0,0,0,1
INC,0,2300000,4200000,KARNATAKA,12th Pass,0,0,0,0
BJP,0,20000000,0,HARYANA,10th Pass,0,1,0,0
INC,1,130000000,1000000,UTTAR PRADESH,Graduate Professional,0,0,1,0
SP,1,60000000,10000000,UTTAR PRADESH,Graduate,0,0,0,0
AITC,4,10000000,70000000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,10000000,500000,GUJARAT,Graduate,0,0,0,0
IND,0,30000000,800000,JHARKHAND,10th Pass,0,0,0,0
AIADMK,0,10000000,1000000,HARYANA,Post Graduate,0,0,0,0
DMK,5,20000000,900000,TAMIL NADU,Graduate,0,0,0,0
BJP,0,1900000,47000,JHARKHAND,Graduate,0,0,0,0
INC,0,8300000,5300000,HARYANA,10th Pass,0,0,0,0
BJP,5,20000000,50000000,HARYANA,Post Graduate,0,0,0,0
BJP,0,140000000,0,UTTAR PRADESH,Graduate Professional,1,0,1,0
BJP,0,10000000,200000,UTTAR PRADESH,12th Pass,1,0,0,0
INC,1,5800000,5800000,KARNATAKA,Graduate Professional,0,0,0,0
DMK,22,150000000,900000,TAMIL NADU,10th Pass,0,0,0,0
BJP,1,260000000,5100000,UTTAR PRADESH,Graduate Professional,0,0,0,0
BJP,1,60000000,3500000,MADHYA PRADESH,Graduate Professional,0,0,0,0
AITC,18,100000000,400000,DELHI,10th Pass,0,0,0,0
BJP,1,10000000,6100000,BIHAR,Doctorate,0,0,0,0
BJP,0,60000000,1600000,UTTAR PRADESH,12th Pass,0,0,1,0
SP,0,310000000,9800000,UTTAR PRADESH,Literate,1,0,0,0
AAP,0,8200000,1500000,DELHI,Graduate Professional,0,0,0,0
INC,1,60000000,3500000,KARNATAKA,Graduate Professional,0,0,1,0
INC,1,2100000,6800000,KARNATAKA,Graduate Professional,0,0,0,0
AAP,4,2900000,40000000,WEST BENGAL,8th Pass,0,0,0,0
BJP,0,10000000,700000,UTTAR PRADESH,12th Pass,1,0,0,0
AAP,0,100000000,1500000,DELHI,Graduate Professional,0,0,0,0
AAP,1,0,2200000,DELHI,Post Graduate,0,0,0,0
YSRCP,0,160000000,150000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
BJP,0,20000000,1700000,UTTARAKHAND,Post Graduate,1,0,0,0
BJP,0,10000000,0,MANIPUR,Graduate,0,0,0,0
INC,1,90000000,0,KERALA,Graduate Professional,0,0,0,1
INC,1,1000000,9900000,KARNATAKA,Graduate Professional,0,0,0,0
JMM,3,100000000,400000,JHARKHAND,10th Pass,0,1,0,0
BJP,0,40000000,10000000,MEGHALAYA,Graduate,0,1,0,0
IND,2,6700000,2800000,GUJARAT,10th Pass,0,0,0,0
CPI,1,100000000,7400000,ANDHRA PRADESH,Graduate,0,0,0,0
BJP,0,20000000,100000,UTTAR PRADESH,Post Graduate,0,0,1,0
AIADMK,0,90000000,900000,TAMIL NADU,10th Pass,1,0,0,0
AAP,0,10000000,2700000,DELHI,12th Pass,0,0,0,0
CPI(M),1,60000000,20000000,KARNATAKA,Post Graduate,0,0,0,0
AIADMK,5,510000000,100000,WEST BENGAL,Post Graduate,0,0,0,0
NDPP,0,460000000,5200000,NAGALAND,Post Graduate,0,1,0,0
AITC,0,2900000,3200000,GUJARAT,10th Pass,0,0,0,0
NCP,0,120000000,400000,MAHARASHTRA,Graduate,0,0,0,0
BJP,1,6200000,400000,UTTAR PRADESH,Post Graduate,0,0,0,0
AIADMK,0,30000000,1700000,TAMIL NADU,Graduate Professional,0,0,0,0
INC,1,4500000,300000,DELHI,Doctorate,0,0,0,0
BJP,1,130000000,4700000,MADHYA PRADESH,12th Pass,1,0,0,0
AITC,0,6800000,0,WEST BENGAL,Post Graduate,0,0,0,0
BJP,0,10000000,1600000,ARUNACHAL PRADESH,10th Pass,0,0,0,0
BJP,0,10000000,0,TRIPURA,Graduate Professional,1,1,0,0
SHS,4,180000000,10000000,MAHARASHTRA,12th Pass,0,0,0,0
BJP,1,40000000,20000000,MADHYA PRADESH,Post Graduate,0,0,0,0
BJP,1,7600000,80000000,KARNATAKA,Graduate Professional,0,0,0,0
BJD,0,300000000,100000,MANIPUR,Others,0,0,0,0
